id,name,value
1,name_1,233998
2,name_2,542039
3,name_3,681980
4,name_4,146939
5,name_5,508998
6,name_6,966478
7,name_7,101844
8,name_8,444432
9,name_9,215799
10,name_10,522965
11,name_11,297454
12,name_12,458824
13,name_13,563759
14,name_14,791387
15,name_15,41032
16,name_16,796013
17,name_17,290284
18,name_18,558953
19,name_19,827491
20,name_20,229517
21,name_21,940887
22,name_22,504988
23,name_23,379365
24,name_24,381576
25,name_25,504338
26,name_26,331726
27,name_27,916239
28,name_28,306968
29,name_29,724516
30,name_30,624632
31,name_31,2024
32,name_32,525744
33,name_33,358673
34,name_34,696919
35,name_35,214761
36,name_36,948973
37,name_37,931245
38,name_38,550458
39,name_39,750670
40,name_40,274302
41,name_41,603924
42,name_42,940793
43,name_43,869591
44,name_44,322865
45,name_45,80500
46,name_46,289783
47,name_47,435646
48,name_48,409657
49,name_49,200034
50,name_50,341761
51,name_51,363442
52,name_52,924033
53,name_53,275335
54,name_54,611603
55,name_55,840822
56,name_56,522871
57,name_57,76555
58,name_58,360110
59,name_59,828269
60,name_60,700924
61,name_61,388964
62,name_62,22727
63,name_63,877794
64,name_64,784943
65,name_65,922844
66,name_66,502146
67,name_67,335842
68,name_68,761321
69,name_69,501484
70,name_70,203551
71,name_71,715937
72,name_72,887193
73,name_73,51826
74,name_74,939873
75,name_75,986904
76,name_76,884260
77,name_77,668384
78,name_78,204147
79,name_79,624094
80,name_80,104512
81,name_81,919604
82,name_82,988852
83,name_83,287486
84,name_84,131931
85,name_85,852801
86,name_86,110570
87,name_87,915454
88,name_88,671625
89,name_89,50819
90,name_90,29804
91,name_91,504004
92,name_92,664024
93,name_93,655670
94,name_94,269805
95,name_95,757992
96,name_96,765670
97,name_97,708335
98,name_98,692928
99,name_99,572589
100,name_100,526406
101,name_101,245321
102,name_102,916981
103,name_103,563777
104,name_104,628615
105,name_105,327829
106,name_106,921619
107,name_107,502165
108,name_108,603399
109,name_109,420929
110,name_110,848932
111,name_111,682069
112,name_112,261994
113,name_113,10555
114,name_114,539513
115,name_115,886881
116,name_116,220959
117,name_117,898028
118,name_118,41799
119,name_119,47435
120,name_120,201949
121,name_121,41996
122,name_122,486646
123,name_123,172264
124,name_124,538331
125,name_125,984591
126,name_126,506250
127,name_127,124515
128,name_128,538156
129,name_129,171805
130,name_130,222567
131,name_131,624528
