id,name,value
1,name_1,467030
2,name_2,93452
3,name_3,297478
4,name_4,858373
5,name_5,663625
6,name_6,782759
7,name_7,290514
8,name_8,344360
9,name_9,592010
10,name_10,388900
11,name_11,360795
12,name_12,507337
13,name_13,835950
14,name_14,351558
15,name_15,888446
16,name_16,767305
17,name_17,653986
18,name_18,523576
19,name_19,815773
20,name_20,505313
21,name_21,792243
22,name_22,602774
23,name_23,878289
24,name_24,608155
25,name_25,418843
26,name_26,614400
27,name_27,90793
28,name_28,284828
29,name_29,217581
30,name_30,68702
31,name_31,267079
32,name_32,267502
33,name_33,707626
34,name_34,405456
35,name_35,476943
36,name_36,248500
37,name_37,21155
38,name_38,888427
39,name_39,131819
40,name_40,300499
41,name_41,656770
42,name_42,331869
43,name_43,284454
44,name_44,983937
45,name_45,874045
46,name_46,267933
47,name_47,776738
48,name_48,410716
49,name_49,59151
50,name_50,880248
51,name_51,635
52,name_52,905183
53,name_53,773064
54,name_54,140012
55,name_55,774002
56,name_56,678945
57,name_57,197915
58,name_58,735303
59,name_59,587478
60,name_60,165465
61,name_61,934985
62,name_62,829643
63,name_63,669247
64,name_64,945416
65,name_65,992919
66,name_66,373139
67,name_67,645162
68,name_68,826686
69,name_69,43250
70,name_70,348944
71,name_71,784260
72,name_72,669049
73,name_73,943791
74,name_74,260563
75,name_75,209273
76,name_76,452569
77,name_77,411094
78,name_78,133434
79,name_79,930798
80,name_80,524813
81,name_81,350562
82,name_82,711710
83,name_83,372951
84,name_84,570349
85,name_85,977347
86,name_86,665627
87,name_87,208536
88,name_88,999391
89,name_89,637377
90,name_90,90418
91,name_91,498074
92,name_92,592354
93,name_93,71053
94,name_94,499086
95,name_95,902010
96,name_96,205983
97,name_97,555904
98,name_98,380959
99,name_99,897774
100,name_100,684347
101,name_101,638633
102,name_102,601808
103,name_103,405018
104,name_104,379149
105,name_105,765894
106,name_106,843980
107,name_107,24725
108,name_108,534890
109,name_109,737597
110,name_110,507547
111,name_111,280744
112,name_112,801529
